antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len
"22921, 22917",22918,0.01411764705882353,0.017685009487666034,0.01366223908918406,0.9677419354838709,54.72103004291845,1.0,0.013412568367005245,30.451764705882276,0.9957836117740652,0.7531380753138077,0.9671611806521402,0.8701370621625363,2,1
"22916, 22921",22918,0.014041745730550285,0.017685009487666034,0.013586337760910816,0.9675675675675676,54.71117039786568,1.0,0.01333800935444264,30.28804554079696,0.9957036138671346,0.7489539748953977,0.9669836735205303,0.8679039554576036,2,1
"22916, 22921",22917,0.014041745730550285,0.017836812144212524,0.013586337760910816,0.9675675675675676,54.24554341575618,1.0,0.013335877780138191,30.28336495888678,0.9955444884548061,0.7427385892116184,0.9669785705334392,0.864634847613571,2,1
"21232, 21935",DOT,0.011157495256166983,0.051233396584440226,0.01077798861480076,0.9659863945578231,18.85462333081381,1.0,0.010206352235452546,27.893738140417426,0.9576475586710315,0.2088235294117647,0.9641496598639455,0.5881783824640967,2,1
"21934, 22697",DOT,0.011081593927893738,0.051233396584440226,0.010702087286527514,0.9657534246575342,18.85007610350076,1.0,0.01013433959003201,27.703984819734323,0.9575611197933253,0.2073529411764706,0.963904109589041,0.5873211567732115,2,1
"22919, 22921, 22917",22916,0.013206831119544592,0.0174573055028463,0.012751423149905123,0.9655172413793103,55.30734632683658,1.0,0.012520867464326735,28.4937381404174,0.9950608194974013,0.7118644067796609,0.9649045697313567,0.847976011994003,3,1
"22919, 22920, 22917, 22918",22916,0.013206831119544592,0.0174573055028463,0.012751423149905123,0.9655172413793103,55.30734632683658,1.0,0.012520867464326735,28.4937381404174,0.9950608194974013,0.7118644067796609,0.9649045697313567,0.847976011994003,4,1
"22916, 22921, 22919","22917, 22918",0.013055028462998103,0.016015180265654648,0.012599620493358634,0.9651162790697674,60.26259230684448,1.0,0.012390541859150467,28.207564832384517,0.996414173188949,0.7649769585253458,0.9645485171817483,0.8759230684448363,3,2
"22920, 22921, 22918",22916,0.012979127134724858,0.0174573055028463,0.012523719165085389,0.9649122807017544,55.27269260106789,1.0,0.012297138577534216,28.00246679316888,0.9948197757333408,0.6991525423728815,0.9642888604283981,0.8411517925247902,3,1
"21731, 85099B, 21928",DOT,0.01077798861480076,0.051233396584440226,0.010398481973434535,0.9647887323943662,18.831246739697445,1.0,0.009846289008349867,26.944971537001933,0.9572136088010167,0.20147058823529412,0.962887323943662,0.5838758476786646,3,1
"21934, 21494",21935,0.010702087286527514,0.039468690702087285,0.01032258064516129,0.9645390070921985,24.43807965084561,1.0,0.009900183272182596,27.086982922201102,0.9694554513534739,0.259047619047619,0.9630818979407124,0.6130387343153301,2,1
"22921, 22917, 22920","22916, 22918",0.012751423149905123,0.015787476280834916,0.012296015180265655,0.9642857142857144,61.07915521978022,1.0,0.012094702389739639,27.557950664136722,0.9963324591601673,0.7570093457943926,0.9637128314733004,0.8715659340659341,3,2
"21934, 21494, DOT",21935,0.01062618595825427,0.039468690702087285,0.010246679316888045,0.9642857142857143,24.431662087912088,1.0,0.009827277669958844,26.89487666034157,0.9693702140959524,0.2571428571428571,0.9628181972117176,0.6119505494505495,3,1
"22961, 85099B, 22697",DOT,0.01062618595825427,0.051233396584440226,0.010246679316888045,0.9642857142857143,18.821428571428573,1.0,0.009702263717508795,26.565464895635685,0.9570387418488684,0.19852941176470587,0.9623571428571429,0.5821428571428572,3,1
"21934, 22960",DOT,0.010550284629981024,0.051233396584440226,0.0101707779886148,0.9640287769784173,18.816413535838,1.0,0.009630251072088258,26.37571157495256,0.9569510150994033,0.19705882352941176,0.9620863309352518,0.5812736477484679,2,1
"22356, 22355, 20723, 20727",20724,0.010550284629981024,0.07582542694497153,0.0101707779886148,0.9640287769784173,12.713792929620269,1.0,0.009370798152155517,25.692053130929793,0.9311693679500624,0.13346613545816732,0.961077458663818,0.5490814555562757,4,1
"23172, 23174",23171,0.01047438330170778,0.026869070208728654,0.010094876660341557,0.9637681159420289,35.86905346761647,1.0,0.009813439720014834,26.85841366223905,0.9824109633599224,0.3704735376044568,0.9627677191744974,0.6697371653156472,2,1
"84596L, 84596F",84596B,0.010398481973434535,0.038937381404174576,0.010018975332068311,0.9635036496350365,24.74495240534426,1.0,0.009614085673444257,26.33311574952565,0.9696708223514482,0.2548262548262548,0.9620250026805881,0.6104067955777521,2,1
"21992, 21935",DOT,0.012371916508538899,0.051233396584440226,0.011916508538899431,0.9631901840490799,18.800045444217226,1.0,0.011282653233907874,25.77482605945611,0.958669214698436,0.23054331864904556,0.9612024539877302,0.5978913883208362,2,1
"22919, 22916, 22918",22917,0.014345351043643264,0.017836812144212524,0.013814041745730551,0.962962962962963,53.98739164696612,1.0,0.013558166414022303,26.518406072106302,0.9957617078747527,0.7520661157024795,0.962290342893125,0.868715524034673,3,1
"22919, 22921, 22920, 22918",22916,0.012296015180265655,0.0174573055028463,0.011840607210626186,0.9629629629629629,55.1610305958132,1.0,0.011625951917156653,26.528652751423113,0.994094662733716,0.6610169491525424,0.9623049082299757,0.8206119162640901,4,1
"22919, 22921, 22920, 22918",22917,0.012296015180265655,0.017836812144212524,0.011840607210626186,0.9629629629629629,53.98739164696611,1.0,0.011621285497733402,26.518406072106224,0.993695653458967,0.6473029045643153,0.9622903428931249,0.8133963750985027,4,1
"22921, 22917",22916,0.01411764705882353,0.0174573055028463,0.013586337760910816,0.9623655913978494,55.1268115942029,1.0,0.013339881683223575,26.10756302521003,0.9959200543992748,0.7552742616033757,0.9616969228788463,0.8703132304815334,2,1
"22919, 22921",22918,0.01411764705882353,0.017685009487666034,0.013586337760910816,0.9623655913978494,54.41702432045779,1.0,0.013336667038732,26.10151260504196,0.9956800575992321,0.7458333333333335,0.9616880440941636,0.8653029673727444,2,1
"85099B, 84032A",DOT,0.01206831119544592,0.051233396584440226,0.011612903225806452,0.9622641509433963,18.781970649895182,1.0,0.010994602652225731,25.142314990512414,0.9583227882425249,0.22466960352422913,0.9602264150943397,0.5944654088050315,2,1
"22961, 84032A",DOT,0.011916508538899431,0.051233396584440226,0.011461100569259962,0.9617834394904459,18.772587874498704,1.0,0.010850577361384658,24.826059456040486,0.9581486255912597,0.22173274596182088,0.9597197452229299,0.5927435715970748,2,1
"21935, 21990",DOT,0.011764705882352941,0.051233396584440226,0.011309297912713472,0.9612903225806452,18.762962962962963,1.0,0.010706552070543588,24.509803921568633,0.9579737935442634,0.21879588839941264,0.9592,0.591015531660693,2,1
"22920, 22921",22918,0.01351043643263757,0.017685009487666034,0.012979127134724858,0.9606741573033708,54.321382070694895,1.0,0.012740194938231154,24.978866901599357,0.9950343916522347,0.7124999999999999,0.9599661584354744,0.8472898683512562,2,1
"22919, 22916",22917,0.015180265654648957,0.017836812144212524,0.014573055028462997,0.96,53.82127659574468,1.0,0.014302287481681782,24.554079696394666,0.996547848426461,0.7901234567901233,0.9592735703245749,0.8885106382978722,2,1
"22920, 22921, 22918",22917,0.012979127134724858,0.017836812144212524,0.012447817836812144,0.9590643274853801,53.76881921114843,1.0,0.012216311584314205,23.99284358904849,0.9943070987538544,0.6776859504132231,0.9583209053029276,0.8284683339554559,3,1
"21993, 21935",DOT,0.012979127134724858,0.051233396584440226,0.012447817836812144,0.9590643274853801,18.719514836473902,1.0,0.011782853068998915,23.17701274058007,0.9590271473692897,0.2404692082111437,0.9568538011695906,0.6010136452241716,2,1
"22961, 21935",DOT,0.016546489563567364,0.051233396584440226,0.015863377609108158,0.958715596330275,18.712708120964997,1.0,0.015015644747217609,22.98123550495456,0.9624861475923491,0.3055555555555555,0.9564862385321099,0.6341726129799523,2,1
"22817, 21935",DOT,0.011005692599620493,0.051233396584440226,0.010550284629981024,0.9586206896551723,18.710855683269475,1.0,0.009986425616338229,22.928526249209316,0.9570885118459338,0.2041116005873715,0.9563862068965516,0.5822733077905491,2,1
"22916, 22921, 22920","22917, 22918",0.012827324478178368,0.016015180265654648,0.012296015180265655,0.9585798816568049,59.854454695869215,1.0,0.012090583266421585,23.756204933586407,0.9960697152121623,0.7431192660550462,0.957905734405153,0.8631761967525731,3,2
"22697, 23172, 22698, 23170",22699,0.010929791271347248,0.07324478178368121,0.01047438330170778,0.9583333333333335,13.083981001727118,1.0,0.009673833125096768,22.24212523719173,0.9337766463249842,0.14212152420185378,0.9550402675402677,0.5506692573402419,4,1
"22356, 20723, 20727, 20719",20724,0.010853889943074005,0.07582542694497153,0.010398481973434535,0.958041958041958,12.634837634837636,1.0,0.009575481134487217,22.0261606578115,0.9309582700416269,0.13631840796019903,0.9545994412945793,0.5475895475895476,4,1
"22920, 22917, 22918",22916,0.014421252371916509,0.0174573055028463,0.013814041745730551,0.9578947368421054,54.87070938215104,1.0,0.013562285537340358,23.33538899430745,0.9961409403072861,0.7647058823529415,0.9571466325140778,0.8745995423340962,3,1
"21934, 21494","21935, DOT",0.010702087286527514,0.025426944971537004,0.010246679316888045,0.9574468085106382,37.65481105112734,1.0,0.009974557932372924,22.90246679316885,0.9839735392904029,0.3958944281524926,0.9563365811625902,0.6802159415687519,2,2
"84946, 20719",DOT,0.010702087286527514,0.051233396584440226,0.010246679316888045,0.9574468085106382,18.68794326241135,1.0,0.009698375034656086,22.296015180265623,0.9567285560840878,0.19823788546255505,0.9551489361702127,0.5787234042553191,2,1
"84032A, 22457",DOT,0.010702087286527514,0.051233396584440226,0.010246679316888045,0.9574468085106382,18.68794326241135,1.0,0.009698375034656086,22.296015180265623,0.9567285560840878,0.19823788546255505,0.9551489361702127,0.5787234042553191,2,1
"22699, 23171, 22698, 23172, 22697",23170,0.01062618595825427,0.0313472485768501,0.0101707779886148,0.9571428571428571,30.533552404012447,1.0,0.00983767629595757,22.601897533206795,0.9776377033131236,0.3198090692124104,0.9557559271945731,0.6407990314769976,5,1
"22699, 23171, 22698, 23170, 23172",22697,0.01062618595825427,0.06975332068311195,0.0101707779886148,0.9571428571428571,13.721824965024094,1.0,0.009429566231830309,21.705755850727353,0.937080993192839,0.14486486486486488,0.9539292707944796,0.5514767604539095,5,1
"23171, 22698, 23170, 23172, 22697",22699,0.01062618595825427,0.07324478178368121,0.0101707779886148,0.9571428571428571,13.067727609178386,1.0,0.009392465316909649,21.624288425047403,0.9333940195455404,0.1380020597322348,0.9537557037557037,0.5480014803849,5,1
"22916, 22918",22917,0.015787476280834916,0.017836812144212524,0.015104364326375712,0.9567307692307692,53.637990998363335,1.0,0.014822766077723247,22.698882563778163,0.9970981614325967,0.8155737704918031,0.9559449678991796,0.9017696399345335,2,1
"22699, 23172, 22697",23171,0.01206831119544592,0.026869070208728654,0.011537001897533207,0.9559748427672957,35.579007213161354,1.0,0.011212737596721985,22.10397397668751,0.9837659318086242,0.42105263157894735,0.9547592663176914,0.692676686920371,3,1
"22916, 22920",22917,0.015483870967741935,0.017836812144212524,0.014800759013282733,0.9558823529411765,53.590425531914896,1.0,0.014524576115565893,22.262365591397874,0.9967738683335013,0.7991803278688523,0.95508114374034,0.8928347934918648,2,1
"23172, 22697",23171,0.01366223908918406,0.026869070208728654,0.013055028462998103,0.9555555555555556,35.563402385436284,1.0,0.01268793680170238,21.89544592030363,0.9853431999785249,0.4751381215469613,0.9543284021873836,0.7207156308851225,2,1
"22919, 22921, 22918",22917,0.013586337760910816,0.017836812144212524,0.012979127134724858,0.9553072625698324,53.55818376322358,1.0,0.012736790180355671,21.975901328273267,0.9948450175402598,0.7037037037037036,0.9544956093012011,0.8414834185189588,3,1
"22379, 21935, 85099B",DOT,0.011840607210626186,0.051233396584440226,0.011309297912713472,0.9551282051282051,18.642687559354226,1.0,0.010702663387690877,21.14394144754673,0.9576994078350124,0.21847507331378294,0.9527051282051281,0.5879344729344729,3,1
