antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len,rule_score
"22916, 22921, 22919","22917, 22918",0.0130550284629981,0.0160151802656546,0.0125996204933586,0.9651162790697674,60.26259230684448,1.0,0.0123905418591504,28.20756483238452,0.996414173188949,0.7649769585253458,0.9645485171817484,0.8759230684448363,3,2,73.2799079302503
22916,22918,0.0174573055028463,0.017685009487666,0.0157874762808349,0.9043478260869566,51.136406045904096,1.0,0.0154787436673879,10.269656718992596,0.9978644858424696,0.8156862745098041,0.9026257617598248,0.8985258443739504,1,1,73.00933821202847
22917,22918,0.0178368121442125,0.017685009487666,0.0160151802656546,0.8978723404255319,50.77024929230207,1.0,0.0156997360736545,9.6185009487666,0.9981064629313564,0.8210116731517508,0.8960336953412442,0.9017258697835814,1,1,73.00552363817911
"22919, 22921, 22917","22916, 22918",0.0132068311195445,0.0157874762808349,0.0125996204933586,0.9540229885057472,60.42910035366932,1.0,0.0123911179603138,21.40662239089187,0.9966137915248412,0.7685185185185185,0.9532854841955132,0.876049955791335,3,2,72.63775826498757
"22920, 22917, 22918",22916,0.0144212523719165,0.0174573055028463,0.0138140417457305,0.9578947368421054,54.87070938215104,1.0,0.0135622855373403,23.33538899430745,0.996140940307286,0.7647058823529415,0.9571466325140778,0.8745995423340962,3,1,72.60710586534964
"22916, 22920, 22918",22917,0.01426944971537,0.0178368121442125,0.0138140417457305,0.9680851063829788,54.274558623811686,1.0,0.0135595202517562,30.77444655281479,0.995784457322919,0.7551867219917014,0.9675055082376928,0.8712765957446809,3,1,72.58227945638225
"22916, 22917",22918,0.0163946869070208,0.017685009487666,0.0151043643263757,0.9212962962962964,52.09475838499444,1.0,0.0148144241328777,12.48117870298024,0.997152209073766,0.796,0.9198793620540644,0.8876867747575903,2,1,72.49295547136705
"22919, 22916",22918,0.0151802656546489,0.017685009487666,0.0143453510436432,0.945,53.43508583690987,1.0,0.0140768879015155,17.860272554769693,0.9964114954481044,0.774590163934426,0.9440098130118992,0.8780793991416309,2,1,72.43850858369065
"22921, 22917, 22920","22916, 22918",0.0127514231499051,0.0157874762808349,0.0122960151802656,0.9642857142857144,61.07915521978022,1.0,0.0120947023897396,27.55795066413672,0.9963324591601672,0.7570093457943926,0.9637128314733004,0.8715659340659341,3,2,72.4207711930923
"22921, 22917",22918,0.0141176470588235,0.017685009487666,0.013662239089184,0.9677419354838708,54.72103004291845,1.0,0.0134125683670052,30.45176470588228,0.9957836117740652,0.7531380753138077,0.9671611806521402,0.8701370621625363,2,1,72.34952861155861
"22921, 22917",22916,0.0141176470588235,0.0174573055028463,0.0135863377609108,0.9623655913978494,55.1268115942029,1.0,0.0133398816832235,26.10756302521003,0.9959200543992748,0.7552742616033757,0.9616969228788464,0.8703132304815334,2,1,72.07843832159527
22918,22916,0.017685009487666,0.0174573055028463,0.0157874762808349,0.8927038626609443,51.136406045904096,1.0,0.0154787436673879,9.157297912713476,0.9980957942536524,0.8156862745098041,0.8907974809237498,0.8985258443739504,1,1,72.0693038144487
"22916, 22921",22918,0.0140417457305502,0.017685009487666,0.0135863377609108,0.9675675675675676,54.71117039786568,1.0,0.0133380093544426,30.28804554079696,0.9957036138671346,0.7489539748953977,0.9669836735205304,0.8679039554576036,2,1,71.92166206340889
"22921, 22917, 22918",22916,0.013662239089184,0.0174573055028463,0.0132827324478178,0.9722222222222222,55.69142512077295,1.0,0.013044226566185,35.371537001897515,0.9956466772934645,0.7446808510638298,0.971728681172482,0.8665458937198067,3,1,71.91861245303254
"22919, 22917",22916,0.0157115749525616,0.0174573055028463,0.0145730550284629,0.927536231884058,53.13169502205419,1.0,0.0142987732645852,13.559089184060705,0.996840781153609,0.7836734693877548,0.9262487334934308,0.8811594202898549,2,1,71.81830634777081
"22919, 22916, 22918",22917,0.0143453510436432,0.0178368121442125,0.0138140417457305,0.962962962962963,53.98739164696612,1.0,0.0135581664140223,26.518406072106306,0.9957617078747528,0.7520661157024795,0.962290342893125,0.868715524034673,3,1,71.81624492893182
"22916, 22921, 22917",22918,0.0135863377609108,0.017685009487666,0.0132827324478178,0.9776536312849162,55.28148752008056,1.0,0.0130424579356134,43.95859582542699,0.9954350789253836,0.7383966244725738,0.9772513206752256,0.8643632963291534,3,1,71.78805106600925
"22919, 22916","22917, 22918",0.0151802656546489,0.0160151802656546,0.0138140417457305,0.91,56.82109004739337,1.0,0.0135709270547908,10.933164663714953,0.9975438819369457,0.794759825327511,0.9085351743289108,0.8862796208530807,2,2,71.42853080568695
"22916, 22921",22917,0.0140417457305502,0.0178368121442125,0.0135863377609108,0.9675675675675676,54.24554341575618,1.0,0.0133358777801381,30.28336495888678,0.995544488454806,0.7427385892116184,0.9669785705334392,0.864634847613571,2,1,71.30956281180539
"22919, 22920, 22916",22917,0.0138140417457305,0.0178368121442125,0.0134345351043643,0.9725274725274724,54.52361468318915,1.0,0.0131881366367934,35.75074003795065,0.9954099578173558,0.7374999999999999,0.9720285510470982,0.8628594809445873,3,1,71.23758051628039
"22916, 22921, 22918",22917,0.0135863377609108,0.0178368121442125,0.0132827324478178,0.9776536312849162,54.81100677522881,1.0,0.0130403954934486,43.95180265654653,0.9952776678538452,0.7322175732217573,0.9772478046506006,0.8611672411743729,3,1,71.17708892927726
"22919, 22921",22918,0.0141176470588235,0.017685009487666,0.0135863377609108,0.9623655913978494,54.41702432045779,1.0,0.013336667038732,26.10151260504196,0.995680057599232,0.7458333333333335,0.9616880440941636,0.8653029673727444,2,1,71.15038975951464
"22919, 22917, 22918",22916,0.0145730550284629,0.0174573055028463,0.0138140417457305,0.9479166666666669,54.29913949275363,1.0,0.0135596354719888,18.864819734345375,0.996099717889751,0.7583333333333335,0.9469912771984036,0.8696105072463769,3,1,71.10233620169059
"22919, 22917",22918,0.0157115749525616,0.017685009487666,0.0145730550284629,0.927536231884058,52.447595944517005,1.0,0.0142951956763607,13.55594686907019,0.99659136913942,0.7741935483870965,0.9262316376968368,0.8757852833240032,2,1,70.89360712440896
"22919, 22921, 22917",22918,0.0132068311195445,0.017685009487666,0.0129791271347248,0.9827586206896552,55.57014947461892,1.0,0.0127455642010737,56.97426944971562,0.9951474717869204,0.7245762711864406,0.9824482172451096,0.8583321000443984,3,1,70.88166550142097
22916,"22917, 22918",0.0174573055028463,0.0160151802656546,0.0151043643263757,0.8652173913043478,54.02483000206058,1.0,0.014824782431795,7.300532533512885,0.9989285943040812,0.822314049586777,0.8630236910239727,0.904172676694828,1,2,70.60266621274151
"22921, 22917, 22918","22916, 22919",0.013662239089184,0.0151802656546489,0.0125996204933586,0.9222222222222224,60.75138888888889,1.0,0.0123922240745474,12.661968013011666,0.9971629496052696,0.7757009345794392,0.9210233354742026,0.8761111111111111,3,2,70.5909876543208
"22916, 22921, 22920","22917, 22918",0.0128273244781783,0.0160151802656546,0.0122960151802656,0.9585798816568049,59.854454695869215,1.0,0.0120905832664215,23.756204933586407,0.9960697152121624,0.7431192660550462,0.957905734405153,0.8631761967525731,3,2,70.54872658852204
22920,22917,0.0178368121442125,0.0178368121442125,0.0158633776091081,0.8893617021276594,49.86102308736984,1.0,0.0155452257416402,8.877244197927297,0.9977407689520276,0.800766283524904,0.8873524285573349,0.8893617021276594,1,1,70.34533003284406
22917,22920,0.0178368121442125,0.0178368121442125,0.0158633776091081,0.8893617021276594,49.86102308736984,1.0,0.0155452257416402,8.877244197927297,0.9977407689520276,0.800766283524904,0.8873524285573349,0.8893617021276594,1,1,70.34533003284406
"22919, 22921, 22917, 22920","22916, 22918",0.0119924098671726,0.0157874762808349,0.0116888045540796,0.9746835443037974,61.73776777020447,1.0,0.0114994746677516,38.87639468690698,0.9957438275022972,0.7264150943396226,0.9742774501582888,0.8575340798442064,4,2,70.33713162338324
"22919, 22918",22917,0.0157115749525616,0.0178368121442125,0.0145730550284629,0.927536231884058,52.00123342584026,1.0,0.0142928106175444,13.553851992409848,0.9964250944632944,0.7679999999999997,0.9262202360952444,0.8722787542399013,2,1,70.29025727654164
"22919, 22916, 22917",22918,0.0145730550284629,0.017685009487666,0.0138140417457305,0.9479166666666669,53.60000894134478,1.0,0.0135563171292879,18.86044781783684,0.9958559502578604,0.748971193415638,0.9469789895946016,0.8645162732474965,3,1,70.18685547806368
"22919, 22921, 22916",22918,0.0130550284629981,0.017685009487666,0.0128273244781783,0.9825581395348836,55.558813254815846,1.0,0.0125964461759484,56.31939278937372,0.9949906871741476,0.7161016949152542,0.9822441267479596,0.8539400139734504,3,1,70.02406184064192
"22921, 22917","22916, 22919, 22918",0.0141176470588235,0.0143453510436432,0.0125996204933586,0.8924731182795699,62.213403880070544,1.0,0.0123970978903895,9.166588235294116,0.9980159300687236,0.7942583732057416,0.8909081575029518,0.8853899982932241,2,3,69.95786894041007
"22921, 22917","22919, 22918",0.0141176470588235,0.0157115749525616,0.0129791271347248,0.9193548387096774,58.51449275362318,1.0,0.0127573166648063,12.20517647058823,0.99698530335385,0.7702702702702702,0.9180675508945096,0.8727208976157083,2,2,69.82196986834334
22918,22919,0.017685009487666,0.0177609108159392,0.0157115749525616,0.888412017167382,50.020633872565206,1.0,0.0153974730762721,8.802373376149474,0.9976517304630024,0.7961538461538462,0.8863942760358752,0.8865137008913834,1,1,69.82056146804041
"22921, 22918",22916,0.0143453510436432,0.0174573055028463,0.0135863377609108,0.9470899470899472,54.251782838739366,1.0,0.0133359065851963,18.570056925996205,0.995853291081844,0.7458333333333335,0.9461498688999654,0.8626754083275823,2,1,69.80839428274433
"22916, 22921","22919, 22917, 22918",0.0140417457305502,0.0145730550284629,0.0125996204933586,0.8972972972972973,61.57235360360361,1.0,0.0123949893601316,9.594946569459708,0.9977693684669394,0.7867298578199052,0.8957784712232837,0.8809403153153154,2,3,69.61127343559758
"22916, 22921, 22919, 22917",22918,0.0127514231499051,0.017685009487666,0.0125996204933586,0.988095238095238,55.871908849376666,1.0,0.0123741114539713,82.51445920303634,0.9947868663861256,0.7063829787234044,0.9878809119073376,0.8502707950132844,4,1,69.55843138399833
22918,22920,0.017685009487666,0.0178368121442125,0.0157115749525616,0.888412017167382,49.80778011140536,1.0,0.0153961307605615,8.801693183476871,0.9975647575171874,0.7931034482758621,0.8863854966136212,0.8846315404985847,1,1,69.52345269583599
22919,22918,0.0177609108159392,0.017685009487666,0.0157115749525616,0.8846153846153847,50.020633872565206,1.0,0.0153974730762721,8.513396584440233,0.9977288227843424,0.7961538461538462,0.8825380692557327,0.8865137008913834,1,1,69.52218300022827
"22921, 22918",22917,0.0143453510436432,0.0178368121442125,0.013662239089184,0.9523809523809524,53.394123606889565,1.0,0.0134063637574758,20.62542694497156,0.9955529031264438,0.737704918032787,0.9515161551483036,0.8591691995947315,2,1,69.474598349978
"22921, 22918","22916, 22917",0.0143453510436432,0.0163946869070208,0.0132827324478178,0.925925925925926,56.47719478737997,1.0,0.013047544908886,13.27867172675522,0.9965901740335746,0.7608695652173914,0.9246912627574716,0.8680555555555556,2,2,69.46032108926467
"22916, 22921, 22919, 22920","22917, 22918",0.0119924098671726,0.0160151802656546,0.0116888045540796,0.9746835443037974,60.8599796028556,1.0,0.0114967439482373,38.867400379506606,0.995507373474647,0.7162790697674418,0.974271497701522,0.8522706821045054,4,2,69.33707761925932
"22919, 22920",22917,0.0153320683111954,0.0178368121442125,0.01426944971537,0.9306930693069309,52.17821782178218,1.0,0.0139959744931209,14.171211710490658,0.9961072997764588,0.7550200803212849,0.9294344040277288,0.8653465346534653,2,1,69.29516714047634
"22920, 22921, 22917",22916,0.0127514231499051,0.0174573055028463,0.0125237191650853,0.9821428571428572,56.259704968944106,1.0,0.0123011136755614,55.0223908918408,0.994911830692564,0.7081545064377683,0.9818255807537384,0.8497670807453417,3,1,69.19989463176528
"22916, 22921, 22917","22919, 22918",0.0135863377609108,0.0157115749525616,0.0125996204933586,0.9273743016759776,59.024910263676354,1.0,0.0123861577292972,13.552894467960884,0.9965981191617808,0.7545454545454546,0.9262150234871226,0.8646533344128681,3,2,68.96803567048057
"22916, 22921, 22918","22919, 22917",0.0135863377609108,0.0157115749525616,0.0125996204933586,0.9273743016759776,59.024910263676354,1.0,0.0123861577292972,13.552894467960884,0.9965981191617808,0.7545454545454546,0.9262150234871226,0.8646533344128681,3,2,68.96803567048057
22921,22918,0.0155597722960151,0.017685009487666,0.0143453510436432,0.921951219512195,52.13179106039987,1.0,0.0140701763229623,12.585910815939268,0.9963203648631558,0.759036144578313,0.9205460761144468,0.8665550088977284,1,1,68.9480153086883
22920,22918,0.0178368121442125,0.017685009487666,0.0157115749525616,0.8808510638297873,49.80778011140536,1.0,0.0153961307605615,8.244429384657092,0.9977189406327232,0.7931034482758621,0.8787059778981183,0.8846315404985847,1,1,68.93176373672249
22919,22917,0.0177609108159392,0.0178368121442125,0.0157115749525616,0.8846153846153847,49.5949263502455,1.0,0.0153947769228276,8.51208096141683,0.9975541168446764,0.7900763358778626,0.8825199143978125,0.882733224222586,1,1,68.93050484703484
"22916, 22919, 22918","22921, 22917",0.0143453510436432,0.0141176470588235,0.0125996204933586,0.8783068783068784,62.21340388007055,1.0,0.0123970978903895,8.101381074168803,0.9982464897322232,0.7942583732057416,0.8765642560391964,0.8853899982932241,3,2,68.8474265762766
"22921, 22920, 22917, 22918",22916,0.0124478178368121,0.0174573055028463,0.0122960151802656,0.9878048780487806,56.58404029692472,1.0,0.0120787098214446,80.56850094876727,0.9947091302610992,0.6982758620689655,0.987588201490358,0.8460763520678686,4,1,68.72733621291644
"22916, 22920","22917, 22918",0.0154838709677419,0.0160151802656546,0.0138140417457305,0.8921568627450981,55.706951026856245,1.0,0.013566064760972,9.124222873900298,0.9974939870090592,0.7811158798283265,0.8904016250128561,0.8773580522256297,2,2,68.65487390012203
22917,22919,0.0178368121442125,0.0177609108159392,0.0157115749525616,0.8808510638297873,49.5949263502455,1.0,0.0153947769228276,8.24379235565194,0.9976312075801358,0.7900763358778626,0.878696605050417,0.882733224222586,1,1,68.63718354981341
"22921, 22918",22919,0.0143453510436432,0.0177609108159392,0.0135863377609108,0.9470899470899472,53.324401935513045,1.0,0.0133315512604013,18.56431878557875,0.995528059009832,0.7336065573770493,0.9461332240870144,0.8560236060236059,2,1,68.61508839756921
22917,"22916, 22918",0.0178368121442125,0.0157874762808349,0.0151043643263757,0.8468085106382979,53.637990998363335,1.0,0.0148227660777232,6.424720640944551,0.9991786599147204,0.8155737704918031,0.8443512090429224,0.9017696399345336,1,2,68.60569523278889
"22921, 22917","22919, 22916",0.0141176470588235,0.0151802656546489,0.0127514231499051,0.9032258064516128,59.49999999999999,1.0,0.0125371135171336,10.17647058823528,0.99727241732015,0.7706422018348623,0.9017341040462428,0.8716129032258064,2,2,68.52861602497384
"22916, 22920",22918,0.0154838709677419,0.017685009487666,0.01426944971537,0.9215686274509804,52.110157367668094,1.0,0.0139956173103997,12.52451612903225,0.9962354647109674,0.7550200803212849,0.9201565960954,0.86421779012034,2,1,68.52630137302745
"22919, 22918",22916,0.0157115749525616,0.0174573055028463,0.0143453510436432,0.9130434782608696,52.3015122873346,1.0,0.0140710692797655,11.29924098671726,0.996537263887665,0.7620967741935482,0.9114984801921172,0.8673913043478261,2,1,68.50415057121694
"22919, 22921","22917, 22918",0.0141176470588235,0.0160151802656546,0.0129791271347248,0.9193548387096774,57.40521327014218,1.0,0.0127530304721509,12.201411764705878,0.9966503370598334,0.7566371681415931,0.918042270904042,0.8648906894970187,2,2,68.49833062913305
"22921, 22917, 22920","22916, 22919, 22918",0.0127514231499051,0.0143453510436432,0.0116888045540796,0.9166666666666666,63.89991181657848,1.0,0.0115058809126882,11.827855787476276,0.9970645177072486,0.7586206896551724,0.9154538220647876,0.8657407407407407,3,3,68.46707818929984
22916,22920,0.0174573055028463,0.0178368121442125,0.0154838709677419,0.8869565217391305,49.726179463459765,1.0,0.0151724882889435,8.688366661801204,0.9973000401396558,0.7816091954022989,0.8849035683085815,0.8775208140610546,1,1,68.29154969231375
"22919, 22920, 22917",22916,0.01426944971537,0.0174573055028463,0.0134345351043643,0.9414893617021276,53.93096669750232,1.0,0.0131854289613256,16.792547869587732,0.9956653741964476,0.7344398340248964,0.9404497752356532,0.8555272895467161,3,1,68.21443157438924
"22919, 22921, 22916",22917,0.0130550284629981,0.0178368121442125,0.0127514231499051,0.9767441860465116,54.76001979218208,1.0,0.0125185630596732,42.233017077798586,0.9947246606094564,0.7029288702928869,0.976321843211962,0.8458189015338939,3,1,68.20293890889829
"22916, 22919, 22920, 22918",22917,0.0130550284629981,0.0178368121442125,0.0127514231499051,0.9767441860465116,54.76001979218208,1.0,0.0125185630596732,42.233017077798586,0.9947246606094564,0.7029288702928869,0.976321843211962,0.8458189015338939,4,1,68.20293890889829
"22920, 22921","22916, 22918",0.0135104364326375,0.0157874762808349,0.0125237191650853,0.9269662921348316,58.71529278305963,1.0,0.0123104234703613,13.4761407093855,0.9964308779881604,0.746606334841629,0.9257947789678728,0.8601177614520311,2,2,68.16296808386616
"22916, 22921, 22919, 22918",22917,0.0128273244781783,0.0178368121442125,0.0125996204933586,0.9822485207100592,55.06861387385119,1.0,0.0123708219163285,55.32852624920943,0.9945988783675374,0.6974789915966387,0.9819261406765866,0.8443157497167317,4,1,68.15268849725878
"22916, 22921","22919, 22918",0.0140417457305502,0.0157115749525616,0.0128273244781783,0.9135135135135136,58.14270792531661,1.0,0.012606706537668,11.380834914611004,0.996797718773203,0.7578475336322869,0.9121329843106524,0.8649693171432302,2,2,68.13124287624838
"22920, 22918",22917,0.0157115749525616,0.0178368121442125,0.0144212523719165,0.9178743961352656,51.459553910987765,1.0,0.0141410079609979,11.959281169773408,0.9962194389428228,0.7539682539682537,0.916382934241277,0.863192517216569,2,1,68.11648823205482
"22919, 22921, 22917",22916,0.0132068311195445,0.0174573055028463,0.0127514231499051,0.9655172413793104,55.30734632683658,1.0,0.0125208674643267,28.4937381404174,0.9950608194974012,0.7118644067796609,0.9649045697313569,0.847976011994003,3,1,68.0928501266607
"22919, 22920, 22917, 22918",22916,0.0132068311195445,0.0174573055028463,0.0127514231499051,0.9655172413793104,55.30734632683658,1.0,0.0125208674643267,28.4937381404174,0.9950608194974012,0.7118644067796609,0.9649045697313569,0.847976011994003,4,1,68.0928501266607
"22916, 22920, 22917",22918,0.0148007590132827,0.017685009487666,0.0138140417457305,0.9333333333333332,52.77539341917024,1.0,0.0135522901821559,14.734724857685013,0.99579022672243,0.7398373983739839,0.93213310668109,0.8572246065808298,3,1,68.04387219837838
"22919, 22921, 22917, 22918",22916,0.0129791271347248,0.0174573055028463,0.0125996204933586,0.9707602339181286,55.60767861683193,1.0,0.0123730399058074,33.60296015180259,0.994930197566643,0.7063829787234044,0.9702407170236652,0.8462496821764556,4,1,68.01492246592392
"22917, 22918",22919,0.0160151802656546,0.0177609108159392,0.0145730550284629,0.909952606635071,51.23344270263701,1.0,0.0142886108400635,10.908023569359829,0.9964396598272136,0.758893280632411,0.908324363837189,0.8652327135739457,2,1,67.93958944180142
"22921, 22920, 22917, 22918","22916, 22919",0.0124478178368121,0.0151802656546489,0.0116888045540796,0.9390243902439024,61.85823170731707,1.0,0.0114998433724962,16.151043643263744,0.9962349540398884,0.7333333333333334,0.9380844964519008,0.8545121951219512,4,2,67.89604402141525
"22916, 22919, 22920","22917, 22918",0.0138140417457305,0.0160151802656546,0.0127514231499051,0.923076923076923,57.63762304046664,1.0,0.0125301887811499,12.79180265654648,0.9964147361399728,0.7466666666666665,0.9218249353238552,0.8596427269413052,3,2,67.84262037634245
"22920, 22921",22918,0.0135104364326375,0.017685009487666,0.0129791271347248,0.9606741573033708,54.321382070694895,1.0,0.0127401949382311,24.97886690159936,0.9950343916522348,0.7124999999999999,0.9599661584354744,0.8472898683512562,2,1,67.73176697137421
"22917, 22918","22919, 22916",0.0160151802656546,0.0151802656546489,0.0138140417457305,0.8625592417061613,56.821090047393376,1.0,0.0135709270547908,7.165412549892045,0.9983903014603416,0.794759825327511,0.8604406943721522,0.8862796208530807,2,2,67.70476853619618
"22919, 22917","22916, 22918",0.0157115749525616,0.0157874762808349,0.0138140417457305,0.8792270531400966,55.69142512077294,1.0,0.0135659956288324,8.149279696394688,0.99771966158456,0.7811158798283262,0.8772897682671993,0.8771135265700483,2,2,67.64101846017385
"22916, 22917",22920,0.0163946869070208,0.0178368121442125,0.0148007590132827,0.9027777777777778,50.61317966903073,1.0,0.014508330062759,10.102249932230958,0.9965809327642802,0.76171875,0.901012150094453,0.8662825059101655,2,1,67.62829984239544
"22921, 22918","22919, 22917",0.0143453510436432,0.0157115749525616,0.0129791271347248,0.9047619047619048,57.58569128134345,1.0,0.0127537390765818,10.335028462998103,0.9969359715320952,0.7599999999999998,0.9032416791516112,0.865424430641822,2,2,67.6229912254754
"22921, 22918","22919, 22916",0.0143453510436432,0.0151802656546489,0.0128273244781783,0.8941798941798942,58.904100529100525,1.0,0.0126095582384266,9.306546489563567,0.997330306556811,0.7681818181818181,0.8925487557472144,0.8695899470899471,2,2,67.56262422664501
"22916, 22920, 22921",22918,0.0128273244781783,0.017685009487666,0.0125237191650853,0.9763313609467456,55.206719658684,1.0,0.0122968678099874,41.50280834914609,0.9946448958289648,0.6962025316455697,0.9759052449755348,0.8422429336922569,3,1,67.50291109473794
"22921, 22920","22916, 22917, 22918",0.0135104364326375,0.0151043643263757,0.0122960151802656,0.910112359550562,60.25492631697816,1.0,0.0120919486261787,10.956963946869084,0.9968720226984956,0.7534883720930232,0.9087338422532872,0.862091355654678,2,3,67.42981413823287
"22920, 22918",22916,0.0157115749525616,0.0174573055028463,0.01426944971537,0.9082125603864734,52.024784709094725,1.0,0.0139951679514922,10.704544092679509,0.9964339388609604,0.7550200803212849,0.9065817290916792,0.8628019323671497,2,1,67.42252622201106
"22920, 22917",22918,0.0158633776091081,0.017685009487666,0.0144212523719165,0.9090909090909092,51.40460397971128,1.0,0.014140708388393,10.805464895635684,0.9963519975320068,0.753968253968254,0.9074542363833046,0.8622707764338666,2,1,67.39261518816726
"22916, 22919, 22917, 22918",22921,0.0138140417457305,0.0155597722960151,0.0125996204933586,0.912087912087912,58.618332886625566,1.0,0.0123846771493074,11.198007590132825,0.996709071334982,0.7511312217194571,0.9106983995187542,0.8609220048244439,4,1,67.36396275929893
"22916, 22918","22919, 22917",0.0157874762808349,0.0157115749525616,0.0138140417457305,0.875,55.69142512077294,1.0,0.0135659956288324,7.874307400379506,0.9977966045676387,0.7811158798283262,0.8730047038864898,0.8771135265700483,2,2,67.3158212560384
"22921, 22920, 22918","22916, 22917",0.0129791271347248,0.0163946869070208,0.0122960151802656,0.9473684210526316,57.78508771929825,1.0,0.0120832264545654,18.688500948766624,0.9956167333128269,0.7200000000000002,0.9464911603803088,0.8486842105263158,3,2,67.31301939058142
22918,"22916, 22917",0.017685009487666,0.0163946869070208,0.0151043643263757,0.8540772532188842,52.09475838499444,1.0,0.0148144241328777,6.740589351490124,0.9984620211240098,0.796,0.8516450197668647,0.8876867747575903,1,2,67.20376987903555
"22919, 22921","22916, 22918",0.0141176470588235,0.0157874762808349,0.0128273244781783,0.9086021505376344,57.55208333333333,1.0,0.0126044424600959,10.768442906574393,0.9966954286763358,0.751111111111111,0.907136063340274,0.8605510752688171,2,2,67.07657677188078
"22920, 22921, 22917",22918,0.0127514231499051,0.017685009487666,0.0124478178368121,0.9761904761904762,55.19875332107092,1.0,0.0122223087974248,41.25722960151798,0.9945657779019552,0.6919831223628693,0.975761823814675,0.8400265685673411,3,1,67.07444064893458
"22919, 22917, 22918","22916, 22921",0.0145730550284629,0.0140417457305502,0.0125996204933586,0.8645833333333334,61.5723536036036,1.0,0.0123949893601316,7.280922493066708,0.9983073323873944,0.7867298578199052,0.8626547664870413,0.8809403153153154,3,2,67.07336242492474
22916,"22920, 22917",0.0174573055028463,0.0158633776091081,0.0148007590132827,0.8478260869565218,53.44549615144582,1.0,0.0145238271840535,6.467183518568722,0.998724386209902,0.7991803278688526,0.8453731833759197,0.8904202205117537,1,2,67.0659183618092
"22916, 22921, 22917, 22920",22918,0.0125237191650853,0.017685009487666,0.0122960151802656,0.981818181818182,55.51697229808818,1.0,0.0120745330880102,54.02732447817868,0.9944415976314516,0.6864406779661016,0.981490847276661,0.8385485758876318,4,1,67.02259426098648
"22916, 22921","22919, 22917",0.0140417457305502,0.0157115749525616,0.0127514231499051,0.908108108108108,57.79866823345083,1.0,0.0125308052093947,10.71137403728094,0.9966938854063564,0.7499999999999998,0.906641295830068,0.8598511555033294,2,2,66.9289548067455
"22916, 22920, 22921",22917,0.0128273244781783,0.0178368121442125,0.0125237191650853,0.9763313609467456,54.7368752360569,1.0,0.0122949205880552,41.496394686907,0.9944873927651108,0.690376569037657,0.9759015209021152,0.8392295102606069,3,1,66.9284182343572
22920,22916,0.0178368121442125,0.0174573055028463,0.0154838709677419,0.8680851063829786,49.72617946345976,1.0,0.0151724882889435,7.448307522801,0.997685395642028,0.7816091954022989,0.8657413114403819,0.8775208140610546,1,1,66.83853799673257
