support,itemsets,itemset_size
0.01062618595825427,22332,1
0.022770398481973434,22333,1
0.016242884250474383,22335,1
0.013206831119544592,22338,1
0.02648956356736243,22348,1
0.03521821631878558,22352,1
0.06368121442125237,22355,1
0.05419354838709677,22356,1
0.012903225806451613,22357,1
0.018368121442125237,22358,1
0.014497153700189754,22360,1
0.019430740037950665,22361,1
0.011461100569259962,22364,1
0.012827324478178368,22365,1
0.014648956356736242,22366,1
0.04053130929791272,22367,1
0.027476280834914612,22371,1
0.01062618595825427,22372,1
0.016015180265654648,22374,1
0.01222011385199241,22375,1
0.014952561669829221,22377,1
0.021631878557874764,22378,1
0.05328273244781784,22379,1
0.020872865275142316,22380,1
0.03256166982922201,22381,1
0.08417457305502846,22382,1
0.09343453510436432,22383,1
0.07908918406072106,22384,1
0.050094876660341556,22385,1
0.08683111954459204,22386,1
0.017836812144212524,22398,1
0.011081593927893738,22400,1
0.011157495256166983,22402,1
0.08523719165085389,22411,1
0.010853889943074005,22412,1
0.0298292220113852,22413,1
0.03840607210626186,22417,1
0.02314990512333966,22418,1
0.019810246679316888,22419,1
0.015028462998102466,22421,1
0.01540796963946869,22422,1
0.12683111954459203,22423,1
0.030284629981024668,22424,1
0.011309297912713472,22425,1
0.014041745730550285,22426,1
0.03127134724857685,22427,1
0.026185958254269448,22429,1
0.013358633776091082,22430,1
0.024364326375711575,22431,1
0.019962049335863378,22432,1
0.01669829222011385,22433,1
0.018595825426944972,22435,1
0.011385199240986717,22436,1
0.016546489563567364,22437,1
0.013738140417457306,22439,1
0.010702087286527514,22440,1
0.015863377609108158,22441,1
0.010246679316888045,22449,1
0.01062618595825427,22452,1
0.03278937381404175,22456,1
0.08447817836812144,22457,1
0.015028462998102466,22460,1
0.024060721062618595,22464,1
0.013889943074003794,22465,1
0.015256166982922202,22466,1
0.04774193548387097,22467,1
0.010702087286527514,22468,1
0.08242884250474383,22469,1
0.06231499051233397,22470,1
0.010246679316888045,22475,1
0.011764705882352941,22483,1
0.01351043643263757,22485,1
0.02702087286527514,22487,1
0.029449715370018975,22488,1
0.0327134724857685,22489,1
0.015787476280834916,22491,1
0.026717267552182164,22492,1
0.015332068311195445,22493,1
0.0181404174573055,22494,1
0.010094876660341557,22498,1
0.02732447817836812,22499,1
0.031195445920303606,22501,1
0.031878557874762806,22502,1
0.0225426944971537,22505,1
0.03263757115749526,22507,1
0.021024667931688803,22508,1
0.010018975332068311,22523,1
0.017381404174573054,22530,1
0.014952561669829221,22531,1
0.019430740037950665,22534,1
0.010094876660341557,22535,1
0.011309297912713472,22536,1
0.012523719165085389,22537,1
0.0101707779886148,22539,1
0.012979127134724858,22544,1
0.015256166982922202,22548,1
0.02633776091081594,22549,1
0.015863377609108158,22550,1
0.05001897533206831,22551,1
0.0406831119544592,22553,1
0.052371916508538896,22554,1
0.03825426944971537,22555,1
0.04174573055028463,22556,1
0.04182163187855788,22557,1
0.055104364326375714,22558,1
0.02777988614800759,22560,1
0.031043643263757116,22561,1
0.01555977229601518,22562,1
0.0203415559772296,22563,1
0.013434535104364327,22564,1
0.010929791271347248,22565,1
0.010929791271347248,22566,1
0.01571157495256167,22567,1
0.0327134724857685,22568,1
0.024667931688804556,22569,1
0.027096774193548386,22570,1
0.018595825426944972,22571,1
0.013130929791271347,22572,1
0.016166982922201138,22573,1
0.016166982922201138,22574,1
0.012751423149905123,22576,1
0.03870967741935484,22577,1
0.037039848197343454,22578,1
0.024516129032258065,22579,1
0.0174573055028463,22580,1
0.013055028462998103,22581,1
0.013889943074003794,22584,1
0.02808349146110057,22585,1
0.011992409867172675,22586,1
0.011992409867172675,22587,1
0.01267552182163188,22588,1
0.014573055028462997,22593,1
0.014573055028462997,22594,1
0.0327134724857685,22595,1
0.018823529411764704,22596,1
0.01366223908918406,22597,1
0.013814041745730551,22600,1
0.014497153700189754,22601,1
0.020189753320683113,22602,1
0.012447817836812144,22603,1
0.01950664136622391,22605,1
0.02413662239089184,22607,1
0.010702087286527514,22608,1
0.011537001897533207,22609,1
0.016015180265654648,22610,1
0.010550284629981024,22613,1
0.016015180265654648,22614,1
0.03681214421252372,22616,1
0.0313472485768501,22617,1
0.029981024667931688,22619,1
0.035597722960151804,22620,1
0.04379506641366224,22621,1
0.017229601518026567,22622,1
0.017229601518026567,22623,1
0.0472865275142315,22624,1
0.036888045540796964,22625,1
0.013282732447817837,22626,1
0.02444022770398482,22627,1
0.013206831119544592,22628,1
0.06550284629981025,22629,1
0.06231499051233397,22630,1
0.02922201138519924,22631,1
0.02648956356736243,22632,1
0.03225806451612903,22633,1
0.014648956356736242,22634,1
0.013055028462998103,22635,1
0.013434535104364327,22636,1
0.023833017077798863,22637,1
0.010094876660341557,22639,1
0.020113851992409868,22644,1
0.025275142314990513,22645,1
0.028159392789373815,22646,1
0.01351043643263757,22649,1
0.01032258064516129,22650,1
0.012447817836812144,22651,1
0.03438330170777989,22652,1
0.018595825426944972,22653,1
0.023681214421252372,22654,1
0.05077798861480076,22659,1
0.030132827324478178,22661,1
0.050246679316888046,22662,1
0.03309297912713473,22663,1
0.01206831119544592,22664,1
0.02588235294117647,22665,1
0.0793168880455408,22666,1
0.033320683111954456,22667,1
0.023908918406072108,22668,1
0.01631878557874763,22669,1
0.022390891840607212,22670,1
0.010550284629981024,22671,1
0.016166982922201138,22672,1
0.013814041745730551,22674,1
0.012144212523719165,22675,1
0.014724857685009488,22676,1
0.013738140417457306,22677,1
0.011764705882352941,22678,1
0.011157495256166983,22679,1
0.011157495256166983,22680,1
0.011916508538899431,22686,1
0.010398481973434535,22689,1
0.01920303605313093,22690,1
0.03081593927893738,22692,1
0.02125237191650854,22693,1
0.027628083491461102,22694,1
0.0101707779886148,22696,1
0.06975332068311195,22697,1
0.05222011385199241,22698,1
0.07324478178368121,22699,1
0.012827324478178368,22704,1
0.022922201138519924,22712,1
0.015635673624288426,22713,1
0.016774193548387096,22714,1
0.02140417457305503,22716,1
0.012523719165085389,22718,1
0.09555977229601519,22720,1
0.021328273244781783,22721,1
0.056925996204933584,22722,1
0.021100569259962048,22723,1
0.029753320683111956,22725,1
0.06869070208728653,22726,1
0.07309297912713472,22727,1
0.056091081593927894,22728,1
0.03043643263757116,22729,1
0.04045540796963947,22730,1
0.01077798861480076,22731,1
0.01396584440227704,22732,1
0.014573055028462997,22733,1
0.030056925996204933,22734,1
0.01647058823529412,22736,1
0.018975332068311195,22737,1
0.0203415559772296,22738,1
0.023605313092979127,22739,1
0.012296015180265655,22740,1
0.01715370018975332,22741,1
0.015104364326375712,22743,1
0.012447817836812144,22744,1
0.03096774193548387,22745,1
0.02428842504743833,22746,1
0.01685009487666034,22747,1
0.031726755218216315,22748,1
0.031726755218216315,22749,1
0.02967741935483871,22750,1
0.021100569259962048,22751,1
0.02648956356736243,22752,1
0.016015180265654648,22753,1
0.019886148007590133,22754,1
0.018747628083491463,22755,1
0.012296015180265655,22757,1
0.013358633776091082,22758,1
0.030360531309297913,22759,1
0.03537001897533207,22766,1
0.01555977229601518,22767,1
0.018368121442125237,22768,1
0.030740037950664136,22771,1
0.017988614800759015,22772,1
0.013206831119544592,22773,1
0.01685009487666034,22775,1
0.0342314990512334,22776,1
0.010094876660341557,22779,1
0.015863377609108158,22781,1
0.01950664136622391,22784,1
0.021176470588235293,22791,1
0.014345351043643264,22792,1
0.012144212523719165,22794,1
0.024819734345351042,22795,1
0.016015180265654648,22796,1
0.01889943074003795,22798,1
0.014041745730550285,22800,1
0.014269449715370018,22801,1
0.03286527514231499,22804,1
0.013814041745730551,22805,1
0.013814041745730551,22807,1
0.014876660341555978,22809,1
0.011537001897533207,22810,1
0.01351043643263757,22812,1
0.016091081593927893,22813,1
0.01776091081593928,22814,1
0.020037950664136623,22815,1
0.018975332068311195,22816,1
0.02170777988614801,22817,1
0.017685009487666034,22818,1
0.0203415559772296,22819,1
0.010018975332068311,22821,1
0.010094876660341557,22822,1
0.02535104364326376,22834,1
0.044781783681214424,22835,1
0.011688804554079696,22837,1
0.010853889943074005,22838,1
0.013586337760910816,22839,1
0.01829222011385199,22840,1
0.014345351043643264,22841,1
0.011081593927893738,22842,1
0.028159392789373815,22844,1
0.02208728652751423,22845,1
0.01791271347248577,22846,1
0.023453510436432637,22847,1
0.025047438330170778,22851,1
0.011233396584440229,22854,1
0.01631878557874763,22855,1
0.011081593927893738,22859,1
0.04660341555977229,22865,1
0.03908918406072106,22866,1
0.039620493358633775,22867,1
0.011233396584440229,22890,1
0.011764705882352941,22891,1
0.01411764705882353,22892,1
0.010398481973434535,22893,1
0.020569259962049335,22895,1
0.02079696394686907,22896,1
0.015256166982922202,22897,1
0.02664136622390892,22898,1
0.022466793168880457,22899,1
0.036736242884250474,22900,1
0.020113851992409868,22904,1
0.0181404174573055,22906,1
0.04842504743833017,22907,1
0.027628083491461102,22908,1
0.04409867172675522,22909,1
0.05821631878557875,22910,1
0.010929791271347248,22914,1
0.013434535104364327,22915,1
0.0174573055028463,22916,1
0.017836812144212524,22917,1
0.017685009487666034,22918,1
0.01776091081593928,22919,1
0.017836812144212524,22920,1
0.01555977229601518,22921,1
0.01222011385199241,22925,1
0.012599620493358634,22926,1
0.013282732447817837,22930,1
0.01077798861480076,22937,1
0.012979127134724858,22938,1
0.023377609108159392,22940,1
0.021024667931688803,22941,1
0.0101707779886148,22942,1
0.014573055028462997,22943,1
0.012371916508538899,22945,1
0.0101707779886148,22948,1
0.01351043643263757,22950,1
0.0327134724857685,22951,1
0.044933586337760914,22952,1
0.014345351043643264,22956,1
0.01411764705882353,22957,1
0.01032258064516129,22959,1
0.08098671726755219,22960,1
0.08182163187855787,22961,1
0.024212523719165085,22962,1
0.02170777988614801,22963,1
0.02732447817836812,22964,1
0.017077798861480076,22965,1
0.04827324478178368,22966,1
0.012447817836812144,22968,1
0.044933586337760914,22969,1
0.02208728652751423,22970,1
0.01905123339658444,22971,1
0.01669829222011385,22972,1
0.01062618595825427,22973,1
0.015104364326375712,22974,1
0.013738140417457306,22975,1
0.01062618595825427,22976,1
0.010094876660341557,22977,1
0.016774193548387096,22978,1
0.026944971537001896,22979,1
0.0203415559772296,22980,1
0.014724857685009488,22982,1
0.03316888045540797,22983,1
0.01222011385199241,22984,1
0.011233396584440229,22986,1
0.02952561669829222,22988,1
0.02648956356736243,22989,1
0.011461100569259962,22990,1
0.02026565464895636,22991,1
0.024971537001897533,22992,1
0.07673624288425047,22993,1
0.01647058823529412,22994,1
0.01950664136622391,22995,1
0.02967741935483871,22996,1
0.016394686907020874,22997,1
0.03886148007590133,22998,1
0.016166982922201138,22999,1
0.020417457305502845,23000,1
0.013814041745730551,23002,1
0.016394686907020874,23004,1
0.017381404174573054,23005,1
0.012827324478178368,23006,1
0.012751423149905123,23007,1
0.016774193548387096,23012,1
0.015180265654648957,23013,1
0.014041745730550285,23014,1
0.010702087286527514,23029,1
0.01062618595825427,23031,1
0.012903225806451613,23032,1
0.012903225806451613,23035,1
0.012296015180265655,23049,1
0.012599620493358634,23050,1
0.010246679316888045,23051,1
0.017533206831119544,23052,1
0.010398481973434535,23053,1
0.020037950664136623,23076,1
0.024516129032258065,23077,1
0.018595825426944972,23078,1
0.01760910815939279,23080,1
0.020113851992409868,23082,1
0.017077798861480076,23083,1
0.06216318785578748,23084,1
0.015635673624288426,23089,1
0.010929791271347248,23090,1
0.013889943074003794,23091,1
0.010853889943074005,23096,1
0.01905123339658444,23100,1
0.01571157495256167,23101,1
0.011233396584440229,23102,1
0.02603415559772296,23103,1
0.02573055028462998,23108,1
0.01829222011385199,23109,1
0.01669829222011385,23110,1
0.01669829222011385,23112,1
0.017836812144212524,23118,1
0.010246679316888045,23119,1
0.0203415559772296,23126,1
0.01351043643263757,23127,1
0.01206831119544592,23129,1
0.012903225806451613,23130,1
0.01062618595825427,23132,1
0.01062618595825427,23133,1
0.018368121442125237,23144,1
0.011081593927893738,23145,1
0.015787476280834916,23146,1
0.0181404174573055,23147,1
0.017533206831119544,23148,1
0.011005692599620493,23152,1
0.016925996204933586,23154,1
0.015028462998102466,23156,1
0.011916508538899431,23157,1
0.018519924098671727,23158,1
0.016394686907020874,23159,1
0.012371916508538899,23162,1
0.014421252371916509,23163,1
0.019658444022770397,23165,1
0.017077798861480076,23166,1
0.015863377609108158,23167,1
0.02398481973434535,23168,1
0.02155597722960152,23169,1
0.0313472485768501,23170,1
0.026869070208728654,23171,1
0.02178368121442125,23172,1
0.028918406072106263,23173,1
0.022618595825426944,23174,1
0.022466793168880457,23175,1
0.016015180265654648,23176,1
0.01905123339658444,23177,1
0.03210626185958254,23182,1
0.01905123339658444,23184,1
0.022922201138519924,23188,1
0.013889943074003794,23190,1
0.02064516129032258,23191,1
0.02444022770398482,23192,1
0.012827324478178368,23193,1
0.015180265654648957,23194,1
0.021328273244781783,23196,1
0.01791271347248577,23197,1
0.03400379506641366,23198,1
0.06944971537001897,23199,1
0.04280834914611006,23200,1
0.06406072106261859,23201,1
0.06223908918406072,23202,1
0.08705882352941176,23203,1
0.04250474383301708,23204,1
0.03407969639468691,23205,1
0.07445920303605313,23206,1
0.05351043643263757,23207,1
0.04872865275142315,23208,1
0.0793168880455408,23209,1
0.014193548387096775,23210,1
0.011612903225806452,23211,1
0.013282732447817837,23212,1
0.011005692599620493,23213,1
0.014876660341555978,23215,1
0.010853889943074005,23221,1
0.018368121442125237,23229,1
0.01715370018975332,23230,1
0.018975332068311195,23231,1
0.017685009487666034,23232,1
0.011612903225806452,23233,1
0.020113851992409868,23234,1
0.023377609108159392,23236,1
0.01206831119544592,23237,1
0.019810246679316888,23238,1
0.012523719165085389,23239,1
0.037343453510436435,23240,1
0.026185958254269448,23241,1
0.015180265654648957,23242,1
0.03286527514231499,23243,1
0.06079696394686907,23245,1
0.0225426944971537,23247,1
0.021480075901328274,23254,1
0.011461100569259962,23255,1
0.02633776091081594,23256,1
0.0327134724857685,23263,1
0.021859582542694496,23264,1
0.021328273244781783,23265,1
0.023301707779886147,23266,1
0.023225806451612905,23275,1
0.010929791271347248,23280,1
0.014876660341555978,23283,1
0.04584440227703985,23284,1
0.01351043643263757,23285,1
0.015787476280834916,23286,1
0.01411764705882353,23287,1
0.013130929791271347,23288,1
0.01411764705882353,23289,1
0.016015180265654648,23290,1
0.014193548387096775,23291,1
0.016394686907020874,23292,1
0.039316888045540795,23293,1
0.024971537001897533,23294,1
0.03142314990512334,23295,1
0.02702087286527514,23296,1
0.011385199240986717,23297,1
0.07817836812144212,23298,1
0.0101707779886148,23299,1
0.05388994307400379,23300,1
0.06497153700189753,23301,1
0.016925996204933586,23302,1
0.019582542694497152,23306,1
0.04569259962049336,23307,1
0.028311195445920305,23308,1
0.0298292220113852,23309,1
0.01776091081593928,23310,1
0.024667931688804556,23311,1
0.015332068311195445,23312,1
0.027628083491461102,23313,1
0.02732447817836812,23318,1
0.028994307400379508,23319,1
0.023833017077798863,23320,1
0.04387096774193548,23321,1
0.038633776091081595,23322,1
0.02064516129032258,23323,1
0.02823529411764706,23328,1
0.016242884250474383,23329,1
0.015483870967741935,23330,1
0.019886148007590133,23332,1
0.01669829222011385,23333,1
0.011233396584440229,23340,1
0.011461100569259962,23342,1
0.03415559772296015,23343,1
0.05032258064516129,23344,1
0.013130929791271347,23345,1
0.013814041745730551,23346,1
0.011764705882352941,23348,1
0.024667931688804556,23349,1
0.02223908918406072,23350,1
0.025806451612903226,23351,1
0.015483870967741935,23352,1
0.02444022770398482,23353,1
0.023833017077798863,23354,1
0.05282732447817837,23355,1
0.03324478178368121,23356,1
0.012523719165085389,23365,1
0.014421252371916509,23366,1
0.020721062618595826,23367,1
0.017077798861480076,23368,1
0.011081593927893738,23370,1
0.013814041745730551,23371,1
0.010929791271347248,23372,1
0.011612903225806452,23376,1
0.012827324478178368,23378,1
0.015028462998102466,23382,1
0.011233396584440229,23388,1
0.016925996204933586,23389,1
0.011916508538899431,23390,1
0.01540796963946869,23393,1
0.010398481973434535,23394,1
