antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedent_len,consequent_len
22698,"22699, 22697",0.011636693365573523,0.009672056823333837,0.006649539066042013,0.5714285714285714,59.08035714285714,1.0,0.006536988306574475,2.3107652007455544,0.9946483180428135,0.45360824742268047,0.5672429203636284,0.6294642857142857,1,2
22835,22112,0.01012543448692761,0.014810337010729938,0.005742783738854466,0.5671641791044777,38.29515686871764,1.0,0.005592822641723001,2.2761278420786586,0.9838489353153879,0.2992125984251968,0.5606573666412531,0.477459640572647,1,1
22727,22726,0.013299078132084027,0.01133444158984434,0.0069517908417711955,0.5227272727272727,46.11848484848485,1.0,0.006801053217484313,2.0714897414308022,0.9915027935565071,0.3931623931623932,0.5172556349184292,0.568030303030303,1,1
82482,82494L,0.014054707571406982,0.01647272177724044,0.007254042617500378,0.5161290322580645,31.332346848179935,1.0,0.007022523330016116,2.0326230416603694,0.9818841968117721,0.3116883116883117,0.5080248627000019,0.4782480023675644,1,1
22111,22112,0.01118331570197975,0.014810337010729938,0.005440531963125284,0.4864864864864865,32.84776613348042,1.0,0.005274903288681576,1.9185272384527892,0.9805220167439332,0.2647058823529412,0.4787668478418594,0.4269167126309984,1,1
22699,22698,0.01511258878645912,0.011636693365573523,0.007254042617500378,0.48000000000000004,41.248831168831174,1.0,0.007078182055832348,1.9006986666046664,0.9907293744565496,0.372093023255814,0.4738776758409786,0.5516883116883117,1,1
22697,"22699, 22698",0.014205833459271573,0.007254042617500378,0.006649539066042013,0.46808510638297873,64.52748226950355,1.0,0.0065464893447113445,1.8663623998790992,0.9986899502459827,0.4489795918367347,0.46419837858672097,0.6923758865248227,1,2
22698,22423,0.011636693365573523,0.04790690645307541,0.005289406075260692,0.45454545454545453,9.488098652136507,1.0,0.004731928094773038,1.7455040048360286,0.9051376146788991,0.09749303621169916,0.42709956709956703,0.28247777459133927,1,1
82494L,82482,0.01647272177724044,0.014054707571406982,0.007254042617500378,0.4403669724770642,31.33234684817993,1.0,0.007022523330016116,1.76177109630683,0.984298171481254,0.3116883116883117,0.43238937107307385,0.4782480023675644,1,1
22699,"22698, 22697",0.01511258878645912,0.0086141756082817,0.006649539066042013,0.44000000000000006,51.078596491228076,1.0,0.006519356572339706,1.7703318292709258,0.9954664025555541,0.3893805309734514,0.43513414634146347,0.6059649122807018,1,2
22697,22423,0.014205833459271573,0.04790690645307541,0.006196161402448239,0.4361702127659574,9.104537217262903,1.0,0.0055156038678269475,1.6886179394983192,0.9029924133366736,0.11081081081081082,0.4077997298210063,0.28275387609906705,1,1
22112,22835,0.014810337010729938,0.01012543448692761,0.005742783738854466,0.38775510204081637,38.29515686871764,1.0,0.005592822641723001,1.6167951236713516,0.9885274622358936,0.2992125984251968,0.38149244430596674,0.477459640572647,1,1
22699,22423,0.01511258878645912,0.04790690645307541,0.005742783738854466,0.38,7.93205047318612,1.0,0.0050187863615977725,1.5356340218498785,0.8873391857732409,0.10026385224274408,0.3488031746031746,0.24993690851735018,1,1
22112,22111,0.014810337010729938,0.01118331570197975,0.005440531963125284,0.3673469387755102,32.84776613348042,1.0,0.005274903288681576,1.562968307438806,0.9841318538971554,0.2647058823529412,0.3601917612528735,0.4269167126309984,1,1
22470,22469,0.015717092337917484,0.017379477104427988,0.005591657850989875,0.3557692307692308,20.470652173913045,1.0,0.005318503004554857,1.5252617071811865,0.9663375950801101,0.20329670329670332,0.3443748077514611,0.3387541806020067,1,1
22469,22470,0.017379477104427988,0.015717092337917484,0.005591657850989875,0.32173913043478264,20.470652173913045,1.0,0.005318503004554857,1.451186338219737,0.9679724325987014,0.20329670329670332,0.31090861754751375,0.3387541806020067,1,1
